,api,well_type,rotary_air_drilling,rotary_mud_drilling,days_passed_since_drilling_start_date,days_passed_since_drilling_complete_date,ground_water_depth_ft,depth_of_deepest_fresh_ground_water_ft,true_vertical_depth_ft,surface_elevation_ft,total_depth_by_driller_ft,total_depth_by_logger_ft,cement_returned_on_surface_casing,cement_returned_on_intermediate_casing,cement_type_conductor_casing_includes Class A,cement_type_conductor_casing_includes Class G,cement_type_conductor_casing_includes Class H,cement_type_conductor_casing_includes Block,cement_type_conductor_casing_includes No Cement,cement_type_conductor_casing_Other,cement_total_amount_conductor_casing_sks,cement_slurry_temperature_fahrenheit_conductor_casing,cement_WOC_Hrs_conductor_casing,cement_Wt_PPG_conductor_casing,cement_Yld_ft3/sk_conductor_casing,gas_block_documented_conductor_casing,cement_type_surface_casing_includes Class A,cement_type_surface_casing_includes Class H,cement_type_surface_casing_includes Block,cement_type_surface_casing_includes Bondcem,cement_type_surface_casing_includes Type 1,cement_type_surface_casing_includes Neocem,cement_type_surface_casing_includes No Cement,cement_type_surface_casing_Other,cement_total_amount_surface_casing_sks,cement_slurry_temperature_fahrenheit_surface_casing,cement_WOC_Hrs_surface_casing,cement_Wt_PPG_surface_casing,cement_Yld_ft3/sk_surface_casing,gas_block_documented_surface_casing,cement_type_intermediate_casing_includes Class A,cement_type_intermediate_casing_includes Class H,cement_type_intermediate_casing_includes Type 1,cement_type_intermediate_casing_includes Extendacem,cement_type_intermediate_casing_includes Bondcem,cement_type_intermediate_casing_includes Standard,cement_type_intermediate_casing_includes Premium,cement_type_intermediate_casing_includes Gasstop,cement_type_intermediate_casing_includes Block,cement_type_intermediate_casing_includes No Cement,cement_type_intermediate_casing_Other,cement_total_amount_intermediate_casing_sks,cement_slurry_temperature_fahrenheit_intermediate_casing,cement_WOC_Hrs_intermediate_casing,cement_Wt_PPG_intermediate_casing,cement_Yld_ft3/sk_intermediate_casing,gas_block_documented_intermediate_casing,cement_type_production_casing_includes Class A,cement_type_production_casing_includes Class H,cement_type_production_casing_includes Swiftseal,cement_type_production_casing_includes Fraccem,cement_type_production_casing_includes Poz,cement_type_production_casing_includes Expandacem,cement_type_production_casing_includes Varicem,cement_type_production_casing_includes Flexseal,cement_type_production_casing_includes Block,cement_type_production_casing_includes Halcem,cement_type_production_casing_includes No Cement,cement_type_production_casing Other,cement_combined_amount_production_casing_sks,cement_lead_slurry_temperature_fahrenheit_production_casing,cement_lead_WOC_Hrs_production_casing,cement_lead_Wt_PPG_production_casing,cement_lead_Yld_ft3/sk_production_casing,cement_tail_slurry_temperature_fahrenheit_production_casing,cement_tail_WOC_Hrs_production_casing,cement_tail_Wt_PPG_production_casing,cement_tail_Yld_ft3/sk_production_casing,gas_block_documented_production_casing,well_operator_encoded,thread_weld_rank_1_casing,grade_casing_tubing_type_rank_1_casing,country_of_origin_rank_1_casing,Recycled_rank_1_casing,hole_size_inch_rank_1_casing,pipe_size_inch_rank_1_casing,weight_lbs/ft_rank_1_casing,amount_in_well_ft_rank_1_casing,days_passed_since_date_run_rank_1_casing,thread_weld_rank_2_casing,grade_casing_tubing_type_rank_2_casing,country_of_origin_rank_2_casing,Recycled_rank_2_casing,hole_size_inch_rank_2_casing,pipe_size_inch_rank_2_casing,weight_lbs/ft_rank_2_casing,amount_in_well_ft_rank_2_casing,days_passed_since_date_run_rank_2_casing,thread_weld_rank_3_casing,grade_casing_tubing_type_rank_3_casing,country_of_origin_rank_3_casing,Recycled_rank_3_casing,hole_size_inch_rank_3_casing,pipe_size_inch_rank_3_casing,weight_lbs/ft_rank_3_casing,amount_in_well_ft_rank_3_casing,days_passed_since_date_run_rank_3_casing,thread_weld_rank_4_casing,grade_casing_tubing_type_rank_4_casing,country_of_origin_rank_4_casing,Recycled_rank_4_casing,hole_size_inch_rank_4_casing,pipe_size_inch_rank_4_casing,weight_lbs/ft_rank_4_casing,amount_in_well_ft_rank_4_casing,days_passed_since_date_run_rank_4_casing,latitude,longitude,well_status,well_configuration,scp_and_or_cvf
576,37-015-20392,Gas,True,True,5267.0,5130.0,,,,1436.0,12082.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,512.0,,,,,False,False,False,True,True,False,False,False,False,False,False,False,False,1666.0,,,,,,,,,False,F,W,,,,16.0,16.0,65.0,140.0,5267.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,36.0,1034.7,5244.0,LTC,,,,8.5,5.5,20.0,12082.0,5130.0,41.749039,-76.806417,Active,Horizontal,True
577,37-015-22430,Gas,True,True,3991.0,3891.0,65.0,700.0,,1275.0,6317.0,13747.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,True,False,False,False,False,360.0,70.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,300.0,68.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,2344.0,72.0,8.0,15.2,1.29,72.0,8.0,15.4,1.23,True,K,W,F-25,US,N,20.0,20.0,94.0,65.0,3991.0,T,H-40,US,N,17.5,13.375,48.0,775.0,3955.0,T,J-55,KP,N,12.25,9.625,36.0,1632.0,3950.0,T,P-110,US,N,8.75,5.5,20.0,13747.0,3890.0,41.782131,-76.199011,Active,Horizontal,True
578,37-015-21389,Gas,True,True,4554.0,4461.0,,350.0,,1361.0,10865.0,,Yes,Yes,False,False,True,False,False,False,165.0,,,,,False,True,False,False,False,False,False,False,False,482.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,750.0,,,,,True,True,False,False,False,False,False,False,False,True,False,False,False,1416.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4553.0,STC,J-55,,,17.5,13.375,54.5,556.0,4475.0,LTC,J-55,,,12.25,9.625,40.0,2005.0,4470.0,CDC,P-110,,,7.875,5.5,20.0,10865.0,4459.0,41.839481,-76.595486,Active,Horizontal,True
579,37-015-21608,Gas,True,True,4510.0,4344.0,,,,1566.0,12774.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,405.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,464.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1802.0,,,,,,,,,True,M,W,,,,,20.0,65.0,120.0,4510.0,LTC,J-55,,,17.5,13.375,65.0,350.0,4359.0,LTC,J-55,,,12.25,9.625,36.0,1005.0,4357.0,LTC,P-110,,,8.75,5.5,20.0,12774.0,4345.0,41.920836,-76.171625,Active,Horizontal,True
580,37-015-21512,Gas,True,True,4696.0,4674.0,,614.0,,1762.0,12437.0,7337.0,Yes,Yes,True,False,False,False,False,False,,,,,,False,False,False,True,False,False,False,False,False,624.0,,,,,True,False,False,False,False,False,False,False,False,True,False,False,1163.0,,,,,True,False,False,False,False,False,False,False,False,True,False,False,False,1302.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4704.0,STC,J-55,,,17.5,13.375,54.5,780.0,4694.0,LTC,J-55,,,12.25,9.625,40.0,3804.0,4684.0,Other,P-100,,,7.875,5.5,20.0,12437.0,4665.0,41.582803,-76.534953,Active,Horizontal,True
581,37-015-20929,Gas,True,True,4884.0,4851.0,,,,1061.0,11285.0,6450.0,Yes,,False,True,False,False,False,False,135.0,,,,,False,True,False,False,False,False,False,False,False,360.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,530.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,1650.0,,,,,,,,,False,C,,,,,24.0,20.0,,80.0,4936.0,STC,,,,17.5,13.38,54.5,435.0,4883.0,LTC,,,,12.25,9.625,40.0,1732.0,4877.0,CDC,,,,7.875,5.5,20.0,11285.0,4849.0,41.683219,-76.656019,Active,Horizontal,True
582,37-117-20852,Gas,True,True,4766.0,4612.0,,332.0,,1792.0,9013.0,9013.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,427.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,394.0,,,,,False,False,False,False,False,False,False,True,False,False,False,False,False,1770.0,,,,,,,,,True,L,,,,,20.0,20.0,78.6,,4766.0,STC,J-55,,,17.5,13.375,54.5,511.0,4748.0,STC,J-55,,,12.375,9.625,36.0,2015.0,4745.0,Other,P-110,,,7.875,5.5,20.0,8996.0,4612.0,41.603656,-76.917472,Active,Horizontal,True
583,37-015-21570,Gas,True,True,4582.0,4561.0,,400.0,,905.0,12396.0,,Yes,Yes,False,False,True,False,False,False,200.0,,,,,False,True,False,False,False,False,False,False,False,491.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,933.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1567.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4629.0,STC,J-55,,,17.5,13.375,54.5,497.0,4580.0,LTC,J-55,,,12.25,9.625,40.0,2532.0,4572.0,CDC,P-110,,,7.875,5.5,20.0,12396.0,4559.0,41.823911,-76.482528,Active,Horizontal,False
584,37-015-21995,Gas,True,True,4422.0,4383.0,,245.0,,1202.0,11492.0,6752.0,Yes,Yes,True,False,False,False,False,False,140.0,,,,,False,False,False,False,False,False,False,False,True,425.0,,,,,True,False,False,False,False,False,False,False,True,False,False,False,890.0,,,,,True,False,False,False,False,False,False,False,False,False,True,False,False,1740.0,,,,,,,,,True,C,,,,,24.0,20.0,,71.0,4421.0,STC,J-55,,,17.5,13.375,54.5,422.0,4407.0,LTC,J-55,,,12.25,9.625,40.0,2006.0,4401.0,CDC,P-110,,,7.875,5.5,20.0,11492.0,4381.0,41.589442,-76.335097,Active,Horizontal,False
585,37-015-22156,Gas,True,True,4287.0,4254.0,,508.0,7406.0,1045.0,13445.0,,Yes,Yes,True,False,False,False,False,False,87.0,,8.0,,,False,False,True,False,False,False,False,False,False,590.0,62.0,8.0,15.6,1.21,True,False,True,False,False,False,False,False,False,False,False,False,850.0,68.0,8.0,15.6,1.21,True,False,False,False,False,False,False,False,False,False,False,False,True,1580.0,60.0,8.0,15.3,1.35,60.0,8.0,15.3,1.27,True,C,,,,,26.0,20.0,,44.0,4287.0,STC,J-55,,,17.5,13.375,54.5,586.0,4274.0,LTC,J-55,,,12.25,9.625,40.0,2012.0,4270.0,CDC,P-110,,,7.875,5.5,20.0,13445.0,4252.0,41.697392,-76.565364,Active,Horizontal,True
586,37-113-20195,Gas,False,True,3816.0,3790.0,,665.0,8303.0,1771.0,14281.0,,Yes,Yes,True,False,False,False,False,False,75.0,,8.0,16.0,1.21,False,True,False,False,False,False,False,False,False,431.0,84.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,329.0,70.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,False,2491.0,80.0,8.0,15.6,1.21,80.0,8.0,15.6,1.21,True,C,W,J-55,CA,Y,26.0,20.0,94.0,70.0,3816.0,STC,J-55,US,Y,17.5,13.375,54.5,765.0,3810.0,LTC,LTC,US,Y,12.25,9.625,40.0,1558.0,3807.0,CDC,P-110,US,Y,8.75,5.5,20.0,14259.0,3788.0,41.549811,-76.375483,Active,Horizontal,True
587,37-015-22597,Gas,True,True,3878.0,3816.0,,538.0,8628.0,2040.0,16125.0,,Yes,Yes,True,False,False,False,False,False,59.0,74.0,8.0,15.6,1.2,False,True,False,False,False,False,False,False,False,361.0,83.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,438.0,83.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,False,2909.0,,8.0,15.5,1.21,,8.0,15.5,1.2,True,C,W,J-55,CA,Y,24.0,20.0,106.5,77.0,3875.0,STC,J-55,KR,Y,17.5,13.375,54.5,613.0,3836.0,LTC,J-55,US,Y,12.25,9.625,40.0,2007.0,3833.0,CDC,P-110,US,Y,8.5,5.5,20.0,16125.0,3814.0,41.618911,-76.531561,Active,Horizontal,False
588,37-113-20047,Gas,True,True,4705.0,4643.0,,330.0,,1679.0,14092.0,8060.0,Yes,Yes,True,False,False,False,False,False,169.0,,,,,False,True,False,False,False,False,False,False,False,486.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,1092.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1866.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4738.0,STC,J-55,,,17.5,13.375,54.5,542.0,4712.0,LTC,J-55,,,12.25,9.625,40.0,3135.0,4695.0,CDC,P-110,,,7.875,5.5,20.0,14066.0,4641.0,41.560681,-76.614542,Active,Horizontal,False
589,37-015-21505,Gas,True,True,4710.0,4684.0,,,,1477.0,10301.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,351.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,430.0,,,,,True,False,False,False,True,False,False,False,False,False,False,False,False,730.0,,,,,,,,,True,M,W,,,,,20.0,65.0,80.0,4710.0,LTC,J-55,,,17.5,13.375,65.0,403.0,4702.0,LTC,J-55,,,12.25,9.625,36.0,901.0,4698.0,LTC,J-55,,,8.5,5.5,20.0,10259.0,4684.0,41.985486,-76.250061,Active,Horizontal,True
590,37-015-21462,Gas,True,True,4525.0,4507.0,,510.0,,1155.0,11035.0,5736.0,Yes,Yes,True,False,False,False,False,False,196.0,,,,,False,True,False,False,False,False,False,False,False,603.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,730.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1844.0,,,,,,,,,True,C,,,,,24.0,20.0,,101.0,4674.0,STC,J-55,,,17.5,13.375,54.5,743.0,4522.0,LTC,J-55,,,12.25,9.625,40.0,1996.0,4518.0,CDC,P-110,,,8.5,5.5,20.0,11035.0,4505.0,41.795206,-76.427069,Active,Horizontal,False
591,37-015-21673,Gas,True,True,4566.0,4553.0,,400.0,,1330.0,10317.0,5467.0,Yes,Yes,False,False,True,False,False,False,135.0,,,,,False,True,False,False,False,False,False,False,False,642.0,,,,,True,False,False,False,False,False,False,False,True,False,False,False,1120.0,,,,,True,False,True,False,False,False,False,False,False,False,True,False,False,1190.0,,,,,,,,,True,C,,,,,24.0,20.0,,81.0,4575.0,STC,J-55,,,17.5,13.375,54.5,664.0,4564.0,LTC,J-55,,,12.25,9.625,40.0,3108.0,4560.0,CDC,P-110,,,7.875,5.5,20.0,10317.0,4551.0,41.744792,-76.150328,Active,Horizontal,False
592,37-015-21906,Gas,True,True,4465.0,4363.0,,,,1547.0,10940.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,594.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,430.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1516.0,,,,,,,,,True,M,W,,,,,20.0,65.0,60.0,4465.0,LTC,J-55,,,17.5,13.375,65.0,530.0,4374.0,LTC,J-55,,,12.25,9.625,36.0,1020.0,4373.0,LTC,P-110,,,8.75,5.5,20.0,10940.0,4363.0,41.847708,-76.817872,Active,Horizontal,False
593,37-015-21979,Gas,True,True,4453.0,4389.0,,320.0,,1479.0,12494.0,8079.0,Yes,Yes,False,False,True,False,False,False,145.0,,,,,False,False,False,False,False,False,False,False,True,500.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,850.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1400.0,,,,,,,,,True,C,,,,,26.0,20.0,,80.0,4453.0,STC,J-55,,,17.5,13.375,54.5,511.0,4410.0,LTC,J-55,,,12.25,9.625,40.0,2010.0,4407.0,CDC,P-110,,,7.875,5.5,20.0,12494.0,4388.0,41.639583,-76.395167,Active,Horizontal,False
594,37-015-21403,Gas,True,True,4642.0,4621.0,,500.0,,1189.0,12680.0,,Yes,Yes,True,False,False,False,False,False,341.0,,,,,False,False,False,False,False,False,False,False,True,670.0,,,,,True,False,False,False,False,False,False,False,True,False,False,False,900.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1705.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4647.0,STC,J-55,,,17.5,13.375,54.5,745.0,4638.0,LTC,J-55,,,12.25,9.625,40.0,2500.0,4631.0,CDC,P-110,,,7.875,5.5,20.0,12680.0,4619.0,41.815394,-76.456819,Active,Horizontal,False
595,37-015-21994,Gas,True,True,4401.0,4335.0,,990.0,,1370.0,14364.0,6058.0,Yes,Yes,True,False,False,False,False,False,93.0,,,,,False,True,False,False,False,False,False,False,False,957.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,819.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1015.0,,,,,,,,,True,C,,,,,26.0,20.0,,52.0,4401.0,STC,J-55,,,17.5,13.375,54.5,1025.0,4354.0,LTC,J-55,,,12.25,9.625,40.0,2000.0,4340.0,CDC,P-110,,,7.875,5.5,20.0,14327.0,4334.0,41.748286,-76.289956,Active,Horizontal,False
596,37-015-22030,Gas,True,True,4406.0,4305.0,,911.0,,1224.0,14491.0,,Yes,Yes,False,False,True,False,False,False,140.0,,,,,False,False,True,False,False,False,False,False,False,860.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,820.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,2370.0,,,,,,,,,True,C,,,,,26.0,20.0,,76.0,4406.0,STC,J-55,,,17.5,13.375,54.5,997.0,4330.0,LTC,J-55,,,12.25,9.625,40.0,2000.0,4327.0,CDC,P-110,,,7.875,5.5,20.0,14491.0,4301.0,41.666889,-76.149011,Active,Horizontal,True
597,37-113-20102,Gas,True,True,4532.0,4488.0,,475.0,,1692.0,13085.0,13085.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,False,True,540.0,,,,,True,False,False,False,False,False,False,False,False,False,False,True,500.0,,,,,True,False,False,False,False,False,False,False,False,False,False,False,True,1570.0,,,,,,,,,False,B,W,,,,20.0,20.0,96.0,77.0,4531.0,Other,J-55,,,17.5,13.375,54.5,586.0,4524.0,Other,K-55,,,12.25,9.625,36.0,1812.0,4519.0,CDC,P-110,,,8.75,5.5,20.0,13064.0,4492.0,41.559722,-76.705917,Active,Horizontal,True
598,37-015-21807,Gas,True,True,4489.0,4421.0,,,,1492.0,12545.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,556.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,399.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1869.0,,,,,,,,,True,M,W,,,,,20.0,65.0,60.0,4489.0,LTC,J-55,,,17.5,13.375,65.0,480.0,4442.0,LTC,J-55,,,12.25,9.625,36.0,965.0,4439.0,LTC,P-110,,,8.75,5.5,20.0,12540.0,4421.0,41.734803,-76.793219,Active,Horizontal,True
599,37-015-21813,Gas,True,True,4523.0,4477.0,,200.0,,944.0,12077.0,5120.0,Yes,Yes,True,False,False,False,False,False,106.0,,,,,False,True,False,False,False,False,False,False,False,731.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,979.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1574.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4523.0,STC,J-55,,,17.5,13.375,54.5,752.0,4500.0,LTC,J-55,,,12.25,9.625,40.0,2380.0,4491.0,CDC,P-110,,,7.875,5.5,20.0,12077.0,4475.0,41.788847,-76.537628,Active,Horizontal,False
600,37-015-20851,Gas,True,True,5030.0,4871.0,,,,1659.0,11276.0,11276.0,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,525.0,,,,,False,False,False,False,True,False,False,False,False,False,False,False,False,2170.0,,,,,,,,,False,M,W,,,,16.0,16.0,65.0,60.0,5030.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,36.0,1251.0,4871.0,LTC,,,,8.5,5.5,20.0,11271.0,4871.0,41.868983,-76.858561,Active,Horizontal,True
601,37-015-21081,Gas,True,True,4873.0,4289.0,,550.0,6801.0,843.0,11260.0,,Yes,Yes,True,False,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,False,True,660.0,,8.0,15.6,1.2,False,False,False,False,False,False,True,False,False,True,False,False,730.0,,8.0,15.6,1.12,True,False,False,False,False,False,False,False,False,False,True,False,False,1850.0,,8.0,15.6,1.2,,8.0,15.6,1.21,False,C,,,,,26.0,20.0,,80.0,4873.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,J-55,,,12.25,9.625,40.0,1991.0,4323.0,CDC,P-110,,,8.5,5.5,20.0,11260.0,4287.0,41.681594,-76.260869,Active,Horizontal,False
602,37-015-22546,Gas,True,True,3939.0,3704.0,187.0,650.0,6583.0,1427.0,11335.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,300.0,72.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,310.0,68.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,1734.0,79.0,8.0,15.8,2.31,,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,40.0,3939.0,T,H-40,US,N,17.5,13.375,48.0,669.0,3923.0,T,J-55,US,N,12.25,9.625,36.0,1619.0,3921.0,T,P-110,KP,N,8.75,5.5,20.0,11335.0,3703.0,41.803572,-76.223497,Active,Horizontal,True
603,37-015-21040,Gas,True,True,4871.0,4842.0,,,,1252.0,10287.0,4445.0,Yes,,False,True,False,False,False,False,135.0,,,,,False,True,False,False,False,False,False,False,False,409.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,779.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,1198.0,,,,,,,,,False,C,,,,,24.0,20.0,,95.0,4873.0,STC,,,,17.5,13.375,54.5,503.0,4861.0,LTC,,,,12.25,9.625,40.0,2525.0,4854.0,CDC,,,,7.875,5.5,20.0,10262.0,4839.0,41.879236,-76.359353,Active,Horizontal,False
604,37-015-22104,Gas,True,True,4351.0,4316.0,,510.0,,933.0,14458.0,6288.0,Yes,Yes,False,False,True,False,False,False,155.0,,,,,False,False,False,False,False,False,False,False,True,413.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,750.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,2297.0,,,,,,,,,True,C,,,,,26.0,20.0,,82.0,4351.0,STC,J-55,,,17.5,13.375,54.5,400.0,4340.0,LTC,J-55,,,12.25,9.625,40.0,1050.0,4337.0,CDC,P-110,,,7.875,5.5,20.0,14458.0,4313.0,41.683444,-76.506261,Active,Horizontal,False
605,37-015-22296,Gas,True,True,3878.0,3841.0,,538.0,8680.0,2040.0,14999.0,,Yes,Yes,True,False,False,False,False,False,59.0,78.0,8.0,15.6,1.2,False,True,False,False,False,False,False,False,False,362.0,77.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,441.0,73.0,8.0,15.8,2.32,True,True,False,False,False,False,False,False,False,False,False,False,False,2666.0,80.0,8.0,15.5,1.21,80.0,8.0,15.5,1.21,True,C,W,J-55,CA,Y,24.0,20.0,106.5,77.0,3875.0,STC,J-55,KR,Y,17.5,13.375,54.5,613.0,3860.0,LTC,J-55,US,Y,12.25,9.625,40.0,2017.0,3858.0,CDC,P-110,US,Y,8.5,5.5,23.0,14999.0,3840.0,41.618931,-76.531608,Active,Horizontal,False
606,37-015-22553,Gas,True,True,3612.0,3482.0,40.0,471.0,6491.0,1385.0,11570.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,532.0,79.0,8.0,15.9,1.19,True,True,False,False,False,False,False,False,False,False,False,False,671.0,80.0,8.0,15.0,1.29,True,True,False,False,False,False,False,False,False,False,False,False,False,1790.0,64.0,8.0,15.0,1.26,64.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,40.0,3612.0,T,H-40,US,Y,17.5,13.375,48.0,610.0,3559.0,T,J-55,US,Y,12.25,9.625,36.0,1618.0,3555.0,T,P-110,US,Y,8.75,5.5,20.0,11570.0,3483.0,41.831519,-76.24565,Active,Horizontal,False
607,37-015-21511,Gas,True,True,4671.0,4651.0,,500.0,,1189.0,12312.0,6230.0,Yes,Yes,True,False,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,False,True,740.0,,,,,True,False,False,False,False,False,True,False,False,False,False,False,840.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1650.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4677.0,STC,J-55,,,17.5,13.375,54.5,757.0,4669.0,LTC,J-55,,,12.25,9.625,40.0,2500.0,4666.0,CDC,P-110,,,7.875,5.5,20.0,12312.0,4649.0,41.815356,-76.456803,Active,Horizontal,True
608,37-015-20289,Gas,True,True,5016.0,4959.0,,,,1490.0,10612.0,10612.0,Yes,,False,False,False,False,False,True,324.0,,,,,False,False,False,False,False,True,False,False,False,195.0,,,,,False,False,False,True,False,False,False,False,False,False,False,False,364.0,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,1506.0,,,,,,,,,False,D,T,,,,26.0,16.0,42.0,120.0,5015.0,T,,,,15.0,11.75,32.0,382.25,4995.0,T,,,,11.0,8.625,24.0,1400.4,4992.0,T,,,,7.875,5.5,20.0,10604.75,4956.0,41.871807,-76.687361,Active,Horizontal,False
609,37-015-22274,Gas,True,True,3994.0,4324.0,,888.0,8412.0,1832.0,14079.0,,Yes,Yes,True,False,False,False,False,False,66.0,72.0,8.0,15.6,1.8,False,False,True,False,False,False,False,False,False,1040.0,59.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,920.0,69.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,False,2140.0,70.0,8.0,15.3,1.35,70.0,8.0,15.3,1.27,False,C,W,J-55,CA,Y,26.0,20.0,133.0,76.0,3993.0,STC,J-55,US,Y,17.5,13.375,54.5,982.0,3990.0,LTC,J-55,US,Y,12.25,9.625,40.0,2298.0,3986.0,CDC,P-110,US,Y,8.5,5.5,20.0,14069.0,3957.0,41.560325,-76.263897,Active,Horizontal,False
610,37-015-22716,Gas,True,True,3461.0,3194.0,468.0,475.0,6574.0,1352.0,11886.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,300.0,62.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,320.0,62.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,True,False,False,False,False,1900.0,70.0,8.0,15.0,1.26,70.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,33.0,3461.0,T,H-40,US,Y,17.5,13.375,48.0,635.0,3427.0,T,J-55,US,Y,12.25,9.625,36.0,1642.0,3424.0,T,P-110,US,Y,8.75,5.5,20.0,11886.0,3194.0,41.787808,-76.253317,Active,Horizontal,False
611,37-015-22731,Gas,True,True,3717.0,3656.0,672.0,672.0,8478.0,1782.0,13695.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,535.0,71.0,12.0,15.1,1.29,True,False,False,False,False,False,False,False,False,True,False,False,557.0,76.0,12.0,15.7,1.29,True,False,False,False,True,False,False,True,False,False,False,False,False,1910.0,61.0,12.0,15.0,1.25,60.0,12.0,15.6,1.25,False,B,W,X-42,US,Y,20.0,20.0,78.6,100.0,3716.0,T,J-55,US,Y,17.5,13.375,54.5,755.0,3712.0,T,K-55,US,Y,12.25,9.625,36.0,1817.0,3669.0,T,P-110,US,Y,8.5,5.5,20.0,13646.0,3655.0,41.559592,-76.275053,Active,Horizontal,True
