,api,well_type,rotary_air_drilling,rotary_mud_drilling,days_passed_since_drilling_start_date,days_passed_since_drilling_complete_date,ground_water_depth_ft,depth_of_deepest_fresh_ground_water_ft,true_vertical_depth_ft,surface_elevation_ft,total_depth_by_driller_ft,total_depth_by_logger_ft,cement_returned_on_surface_casing,cement_returned_on_intermediate_casing,cement_type_conductor_casing_includes Class A,cement_type_conductor_casing_includes Class G,cement_type_conductor_casing_includes Class H,cement_type_conductor_casing_includes Block,cement_type_conductor_casing_includes No Cement,cement_type_conductor_casing_Other,cement_total_amount_conductor_casing_sks,cement_slurry_temperature_fahrenheit_conductor_casing,cement_WOC_Hrs_conductor_casing,cement_Wt_PPG_conductor_casing,cement_Yld_ft3/sk_conductor_casing,gas_block_documented_conductor_casing,cement_type_surface_casing_includes Class A,cement_type_surface_casing_includes Class H,cement_type_surface_casing_includes Block,cement_type_surface_casing_includes Bondcem,cement_type_surface_casing_includes Type 1,cement_type_surface_casing_includes Neocem,cement_type_surface_casing_includes No Cement,cement_type_surface_casing_Other,cement_total_amount_surface_casing_sks,cement_slurry_temperature_fahrenheit_surface_casing,cement_WOC_Hrs_surface_casing,cement_Wt_PPG_surface_casing,cement_Yld_ft3/sk_surface_casing,gas_block_documented_surface_casing,cement_type_intermediate_casing_includes Class A,cement_type_intermediate_casing_includes Class H,cement_type_intermediate_casing_includes Type 1,cement_type_intermediate_casing_includes Extendacem,cement_type_intermediate_casing_includes Bondcem,cement_type_intermediate_casing_includes Standard,cement_type_intermediate_casing_includes Premium,cement_type_intermediate_casing_includes Gasstop,cement_type_intermediate_casing_includes Block,cement_type_intermediate_casing_includes No Cement,cement_type_intermediate_casing_Other,cement_total_amount_intermediate_casing_sks,cement_slurry_temperature_fahrenheit_intermediate_casing,cement_WOC_Hrs_intermediate_casing,cement_Wt_PPG_intermediate_casing,cement_Yld_ft3/sk_intermediate_casing,gas_block_documented_intermediate_casing,cement_type_production_casing_includes Class A,cement_type_production_casing_includes Class H,cement_type_production_casing_includes Swiftseal,cement_type_production_casing_includes Fraccem,cement_type_production_casing_includes Poz,cement_type_production_casing_includes Expandacem,cement_type_production_casing_includes Varicem,cement_type_production_casing_includes Flexseal,cement_type_production_casing_includes Block,cement_type_production_casing_includes Halcem,cement_type_production_casing_includes No Cement,cement_type_production_casing Other,cement_combined_amount_production_casing_sks,cement_lead_slurry_temperature_fahrenheit_production_casing,cement_lead_WOC_Hrs_production_casing,cement_lead_Wt_PPG_production_casing,cement_lead_Yld_ft3/sk_production_casing,cement_tail_slurry_temperature_fahrenheit_production_casing,cement_tail_WOC_Hrs_production_casing,cement_tail_Wt_PPG_production_casing,cement_tail_Yld_ft3/sk_production_casing,gas_block_documented_production_casing,well_operator_encoded,thread_weld_rank_1_casing,grade_casing_tubing_type_rank_1_casing,country_of_origin_rank_1_casing,Recycled_rank_1_casing,hole_size_inch_rank_1_casing,pipe_size_inch_rank_1_casing,weight_lbs/ft_rank_1_casing,amount_in_well_ft_rank_1_casing,days_passed_since_date_run_rank_1_casing,thread_weld_rank_2_casing,grade_casing_tubing_type_rank_2_casing,country_of_origin_rank_2_casing,Recycled_rank_2_casing,hole_size_inch_rank_2_casing,pipe_size_inch_rank_2_casing,weight_lbs/ft_rank_2_casing,amount_in_well_ft_rank_2_casing,days_passed_since_date_run_rank_2_casing,thread_weld_rank_3_casing,grade_casing_tubing_type_rank_3_casing,country_of_origin_rank_3_casing,Recycled_rank_3_casing,hole_size_inch_rank_3_casing,pipe_size_inch_rank_3_casing,weight_lbs/ft_rank_3_casing,amount_in_well_ft_rank_3_casing,days_passed_since_date_run_rank_3_casing,thread_weld_rank_4_casing,grade_casing_tubing_type_rank_4_casing,country_of_origin_rank_4_casing,Recycled_rank_4_casing,hole_size_inch_rank_4_casing,pipe_size_inch_rank_4_casing,weight_lbs/ft_rank_4_casing,amount_in_well_ft_rank_4_casing,days_passed_since_date_run_rank_4_casing,latitude,longitude,well_status,well_configuration,scp_and_or_cvf
281,37-015-22681,Gas,True,True,3778.0,3668.0,186.0,476.0,6146.0,1093.0,11565.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,False,True,562.0,72.0,8.0,15.9,1.19,True,False,False,False,False,False,False,False,False,False,False,True,87.0,73.0,8.0,15.0,1.29,True,True,False,False,False,False,False,False,True,False,False,False,False,1924.0,80.0,8.0,15.0,1.26,73.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,84.0,3776.0,T,H-40,US,Y,17.5,13.375,48.0,647.0,3708.0,T,J-55,US,Y,12.25,9.625,36.0,1628.0,3706.0,T,P-110,US,Y,8.75,5.5,20.0,11565.0,3666.0,41.779111,-76.2812,Active,Horizontal,False
282,37-015-22737,Gas,True,True,3629.0,3563.0,86.0,474.0,6096.0,814.0,9479.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,532.0,80.0,8.0,15.9,1.19,True,True,False,False,False,False,False,False,False,False,False,False,87.0,83.0,8.0,15.0,1.29,True,True,False,False,False,False,False,False,False,False,False,False,False,1504.0,65.0,8.0,15.0,1.26,65.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,84.0,3628.0,T,H-40,US,Y,17.5,13.375,48.0,610.0,3620.0,T,J-55,US,Y,12.25,9.625,36.0,1613.0,3618.0,T,P-110,US,Y,8.75,5.5,20.0,9475.0,3563.0,41.754083,-76.176586,Active,Horizontal,True
283,37-015-22769,Gas,True,True,3561.0,3464.0,96.0,760.0,6486.0,1357.0,13078.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,False,True,390.0,64.0,8.0,15.8,2.31,True,False,False,False,False,False,False,False,False,False,False,False,310.0,,8.0,15.8,2.31,True,False,True,False,False,False,False,False,False,False,False,False,False,2239.0,74.0,8.0,15.0,1.26,,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,53.0,3561.0,T,H-40,US,Y,17.5,13.375,48.0,843.0,3519.0,T,J-55,US,Y,12.25,9.625,36.0,1639.0,3518.0,T,P-110,US,Y,8.75,5.5,20.0,13073.0,3463.0,41.774661,-76.17215,Active,Horizontal,False
284,37-015-22770,Gas,True,True,3561.0,3455.0,45.0,760.0,6468.0,1357.0,13963.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,380.0,65.0,8.0,15.8,2.31,True,False,False,False,False,False,False,False,False,False,False,True,300.0,65.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,2450.0,76.0,8.0,15.0,1.26,76.0,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,53.0,3561.0,T,H-40,US,Y,17.5,13.375,48.0,821.0,3527.0,T,J-55,US,Y,12.25,9.625,36.0,1620.0,3526.0,T,P-110,US,Y,8.75,5.5,20.0,13966.0,3462.0,41.774692,-76.172211,Active,Horizontal,False
285,37-015-22787,Gas,True,True,3335.0,3234.0,130.0,468.0,6127.0,1158.0,11630.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,290.0,72.0,8.0,15.8,2.51,True,True,False,False,False,False,False,False,False,False,False,False,310.0,62.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,True,False,False,False,False,1911.0,79.0,8.0,15.0,1.26,,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,55.0,3335.0,T,H-40,US,Y,17.5,13.375,48.0,623.0,3321.0,T,J-55,US,Y,12.25,9.625,36.0,1604.0,3319.0,T,P-110,US,Y,8.75,5.5,20.0,11627.0,3234.0,41.768425,-76.234503,Active,Horizontal,False
286,37-015-22931,Gas,True,True,3477.0,3320.0,313.0,602.0,6280.0,1275.0,10971.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,330.0,66.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,335.0,67.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,2208.0,63.0,8.0,15.0,1.26,,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,41.0,3477.0,T,H-40,US,Y,17.5,13.375,48.0,638.0,3396.0,T,J-55,US,Y,12.25,9.625,36.0,1646.0,3394.0,T,P-110,US,Y,8.75,5.5,20.0,10971.0,3321.0,41.759608,-76.212958,Active,Horizontal,False
287,37-015-22928,Gas,True,True,3475.0,3310.0,313.0,602.0,6213.0,1275.8,9538.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,False,True,False,False,False,False,330.0,70.0,8.0,15.8,2.31,True,False,False,False,False,True,False,False,False,False,False,False,330.0,71.0,8.0,15.8,2.31,True,True,False,False,False,False,False,False,False,False,False,False,False,1415.0,80.0,8.0,15.0,1.26,,8.0,15.4,1.23,True,K,W,F-25,US,,20.0,20.0,94.0,40.0,3475.0,T,H-40,US,Y,17.5,13.375,48.0,638.0,3409.0,T,J-55,US,Y,12.25,9.625,36.0,1605.0,3407.0,T,P-110,US,Y,8.75,5.5,20.0,9536.0,3310.0,41.759525,-76.213056,Active,Horizontal,False
288,37-015-22864,Gas,True,True,3538.0,3520.0,,602.0,7019.0,1051.0,13880.0,,Yes,Yes,True,False,False,False,False,False,210.0,68.0,8.0,15.6,1.18,False,False,True,False,False,False,False,False,False,741.0,65.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,850.0,71.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,False,2240.0,81.0,8.0,15.3,1.35,81.0,8.0,15.4,1.27,True,C,W,K-55,CA,Y,26.0,20.0,106.5,105.0,3538.0,STC,J-55,KR,Y,17.5,13.375,54.5,679.0,3532.0,LTC,J-55,US,Y,12.25,9.625,40.0,2037.0,3529.0,CDC,P-110,US,Y,8.75,5.5,20.0,13380.0,3521.0,41.663264,-76.159797,Active,Horizontal,True
289,37-131-20405,Gas,True,True,3574.0,3497.0,,537.0,7847.0,1257.0,14918.0,,Yes,Yes,True,False,False,False,False,False,70.0,68.0,8.0,15.6,1.21,False,False,False,False,False,False,False,False,True,710.0,84.0,8.0,15.6,1.22,True,False,False,False,False,False,False,False,False,False,False,True,610.0,84.0,8.0,15.6,1.22,True,False,True,False,False,False,False,False,False,False,False,False,False,2380.0,84.0,8.0,15.3,1.35,84.0,8.0,15.3,1.27,True,C,W,J-55,CA,Y,26.0,20.0,106.5,77.0,3573.0,STC,J-55,KR,Y,17.5,13.375,54.5,659.0,3510.0,LTC,J-55,US,Y,12.25,9.625,40.0,1495.0,3508.0,CDC,P-110,US,Y,8.75,5.5,20.0,14918.0,3496.0,41.596736,-76.15225,Active,Horizontal,True
290,37-015-22989,Gas,True,True,3438.0,3409.0,,697.0,8497.0,1642.0,16596.0,,Yes,Yes,True,False,False,False,False,False,130.0,78.0,8.0,15.6,1.2,False,False,True,False,False,False,False,False,False,890.0,81.0,8.0,15.6,1.22,False,False,True,False,False,False,False,False,False,False,False,False,1130.0,84.0,8.0,15.6,1.22,False,False,True,False,False,False,False,False,False,False,False,False,False,2800.0,81.0,8.0,15.3,1.35,,8.0,15.8,1.27,False,C,W,K-55,CA,Y,26.0,20.0,94.0,78.0,3438.0,STC,J-55,US,Y,17.5,13.375,54.5,820.0,3421.0,Other,J-55,US,Y,12.25,9.625,40.0,1804.0,3419.0,CDC,P-110,US,Y,8.75,5.5,20.0,16596.0,3408.0,41.565408,-76.286225,Active,Horizontal,False
291,37-113-20260,Gas,True,True,3498.0,3421.0,200.0,350.0,7501.0,1780.0,12030.0,,Yes,Yes,False,False,False,False,False,True,,,,,,False,False,False,True,False,False,False,False,False,405.0,87.0,12.0,15.7,1.29,True,False,False,False,False,False,False,False,False,True,False,False,472.0,75.0,12.0,15.7,1.29,True,False,False,False,True,False,False,True,False,False,False,False,False,1600.0,78.0,,15.0,1.25,78.0,,15.6,1.9,False,B,W,J-55,US,Y,20.0,20.0,94.0,80.0,3496.0,T,J-55,US,Y,17.5,13.375,54.5,515.0,3484.0,T,J-55,US,Y,12.25,9.625,36.0,1491.0,3482.0,T,P-110,US,Y,5.5,5.5,23.0,12008.0,3419.0,41.553869,-76.760114,Active,Horizontal,True
292,37-015-22993,Gas,True,True,3370.0,3326.0,108.0,395.0,7613.0,2235.0,15697.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,583.0,75.0,12.5,15.97,1.17,False,True,False,False,False,False,False,False,False,False,False,False,637.0,78.0,17.0,16.0,1.17,False,True,False,False,False,False,False,False,False,False,False,False,False,2620.0,83.0,8.0,15.4,1.23,,8.0,15.4,1.23,False,M,W,K-55,US,Y,,20.0,94.0,159.0,3370.0,T,J-55,US,Y,17.5,13.375,54.5,468.0,3339.0,T,N-80,US,Y,12.25,9.625,40.0,1200.0,3337.0,T,P-110,US,Y,8.75,5.5,20.0,15697.0,3325.0,41.749975,-76.850642,Active,Horizontal,False
293,37-015-23224,Gas,True,True,2952.0,2914.0,75.0,550.0,6061.0,1496.0,6061.0,6061.0,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,858.0,83.0,8.0,17.0,1.07,False,True,False,False,False,False,False,False,False,False,False,False,895.0,79.0,17.0,17.0,1.07,False,True,False,False,False,False,False,False,False,False,False,False,False,1520.0,82.0,8.0,15.4,1.23,82.0,8.0,15.4,1.23,False,M,W,K-55,US,Y,,20.0,94.0,75.0,2952.0,T,J-55,US,Y,17.5,13.375,54.5,608.0,2920.0,T,P-110,US,Y,12.25,9.625,40.0,1619.0,2918.0,T,P-110,US,Y,8.75,5.5,20.0,9887.0,2913.0,41.813422,-76.878914,Active,Horizontal,True
294,37-015-23255,Gas,True,True,2989.0,2969.0,0.0,450.0,6378.0,1239.0,10978.0,,,,False,False,False,False,False,True,227.0,,,15.7,1.29,False,False,False,False,False,False,False,False,True,515.0,62.0,12.0,15.8,1.35,False,False,False,False,False,False,False,False,False,False,False,True,550.0,76.0,12.0,15.8,1.35,False,False,False,False,True,False,False,False,False,False,False,False,False,1380.0,60.0,,14.5,1.25,,,15.2,2.01,False,B,W,K-55,US,Y,20.0,20.0,94.0,100.0,2987.0,T,J-55,US,Y,17.5,13.37,54.5,537.0,2978.0,T,J-55,US,Y,12.25,9.625,36.0,1524.0,2976.0,T,P-110,US,Y,8.5,5.5,23.0,10960.0,2968.0,41.783725,-76.743561,Active,Horizontal,False
295,37-131-20522,Gas,True,True,2603.0,2472.0,,775.0,8210.0,1352.0,15287.0,,Yes,Yes,True,False,False,False,False,False,110.0,68.0,8.0,15.6,1.2,False,False,False,False,False,False,False,False,True,970.0,60.0,8.0,15.85,1.2,True,False,False,False,False,False,False,False,False,False,False,True,580.0,58.0,8.0,15.85,1.2,True,False,True,False,False,False,False,False,False,False,False,False,False,3099.0,65.0,8.0,15.2,1.38,65.0,8.0,15.6,1.17,True,C,W,J-55,CA,Y,24.0,20.0,94.0,80.0,2601.0,Other,J-55,US,Y,17.5,13.375,54.5,875.0,2482.0,LTC,J-55,US,Y,12.25,9.625,40.0,1510.0,2480.0,CDC,P-110,US,Y,8.75,5.5,20.0,15287.0,2470.0,41.56015,-76.154847,Active,Horizontal,False
296,37-113-20349,Gas,True,True,2955.0,2925.0,0.0,508.0,7904.0,1677.0,13848.0,,Yes,Yes,False,False,False,True,False,False,206.0,57.0,8.0,15.7,1.29,True,False,False,False,False,False,False,False,True,560.0,62.0,8.0,15.8,1.35,False,False,False,False,False,False,False,False,False,False,False,True,540.0,70.0,8.0,15.8,1.35,False,False,False,False,True,False,True,False,False,False,False,False,False,1780.0,71.0,,14.5,1.25,,,15.2,2.01,False,B,W,X-42,US,Y,26.0,20.0,78.7,100.0,2954.0,T,J-55,US,Y,17.5,13.38,54.5,563.0,2942.0,T,J-55,US,Y,12.25,9.625,36.0,1493.0,2940.0,T,P-110,US,Y,8.5,5.5,23.0,13818.0,2924.0,41.5543,-76.589006,Active,Horizontal,False
297,37-131-20528,Gas,True,True,2495.0,2467.0,,575.0,7737.0,1300.0,13373.0,,Yes,Yes,True,False,False,False,False,False,110.0,64.0,8.0,15.6,1.18,False,False,False,False,False,False,False,False,True,770.0,80.0,8.0,15.8,1.21,True,False,True,False,False,False,False,False,False,False,False,False,740.0,77.0,8.0,15.6,1.24,True,False,True,False,False,False,False,False,False,False,False,False,False,2680.0,66.0,8.0,15.4,1.19,66.0,,15.6,1.17,True,C,W,J-55,CA,Y,24.0,20.0,94.0,80.0,2491.0,Other,J-55,US,Y,17.5,13.375,54.5,690.0,2473.0,LTC,J-55,US,Y,12.25,9.625,40.0,2120.0,2472.0,CDC,P-110,US,Y,8.75,5.5,20.0,13373.0,2465.0,41.597481,-76.195275,Active,Horizontal,True
298,37-015-23297,Gas,True,True,2436.0,2362.0,0.0,723.0,7867.0,1244.0,14138.0,,Yes,Yes,True,False,False,False,False,False,191.0,70.0,8.0,15.6,1.18,True,False,False,False,False,False,True,False,False,775.0,78.0,8.0,15.8,1.23,True,False,False,False,True,False,False,False,False,False,False,False,510.0,65.0,8.0,15.8,1.25,True,False,False,False,True,False,True,False,False,False,False,False,False,1820.0,73.0,8.0,14.5,1.32,74.0,8.0,15.2,1.98,True,B,W,X-42,US,Y,26.0,20.0,78.7,100.0,2434.0,T,J-55,US,Y,17.5,13.38,54.5,831.0,2372.0,T,J-55,US,Y,12.25,9.625,36.0,1479.0,2370.0,T,P-110,US,Y,8.5,5.5,20.0,14120.0,2362.0,41.592631,-76.282333,Active,Horizontal,True
299,37-015-23299,Gas,True,True,2475.0,2385.0,0.0,0.0,9007.0,2106.0,18099.0,,Yes,Yes,False,False,False,False,False,True,205.0,55.0,8.0,15.6,1.22,True,False,False,False,False,False,False,False,True,1060.0,71.0,8.0,15.8,1.19,True,False,False,False,True,False,False,False,False,False,False,False,530.0,68.0,8.0,15.8,1.25,True,False,False,False,True,False,True,False,False,False,False,False,False,2540.0,72.0,8.0,14.5,1.32,66.0,8.0,15.2,1.98,True,B,W,X-42,US,Y,26.0,20.0,78.7,100.0,2474.0,T,J-55,US,Y,17.5,13.38,54.5,679.0,2399.0,T,J-55,US,Y,12.25,9.625,36.0,1483.0,2396.0,T,P-110,US,Y,8.5,5.5,20.0,18069.0,2381.0,41.589275,-76.684859,Active,Horizontal,False
300,37-015-23278,Gas,True,True,2620.0,2531.0,0.0,434.0,7479.0,1159.0,14190.0,,Yes,Yes,True,False,False,False,False,False,181.0,69.0,8.0,15.6,1.18,True,False,False,False,False,False,False,False,True,670.0,67.0,8.0,15.8,1.19,False,False,False,False,True,False,False,False,False,False,False,False,565.0,60.0,8.0,15.8,1.25,False,False,False,False,True,False,True,False,False,False,False,False,False,1860.0,56.0,8.0,14.5,1.25,56.0,8.0,15.2,1.98,False,B,W,X-42,US,Y,26.0,20.0,78.7,70.0,2611.0,T,J-55,US,Y,17.5,13.38,54.5,607.0,2539.0,T,J-55,US,Y,12.25,9.625,36.0,1542.0,2537.0,T,P-110,US,Y,8.5,5.5,20.0,14168.0,2529.0,41.708833,-76.527022,Active,Horizontal,False
301,37-015-20037,Gas,True,False,10026.0,10025.0,,,,1440.0,6054.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,200.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,250.0,,,,,,,,,False,A,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,,,,,15.0,11.75,,84.0,10034.0,,,,,11.0,8.625,,705.0,10032.0,,,,,7.875,4.5,,5992.0,10025.0,41.882087,-76.615295,Inactive,Vertical,False
302,37-015-22140,Gas,True,True,4303.0,4252.0,,550.0,5220.0,1238.0,10265.0,,Yes,Yes,True,False,False,False,False,False,129.0,,8.0,,,False,False,True,False,False,False,False,False,False,440.0,,8.0,15.6,1.21,False,False,True,False,False,False,False,False,False,False,False,False,860.0,,8.0,15.6,1.21,False,False,True,False,False,False,False,False,False,False,False,False,False,1220.0,,8.0,15.3,1.35,,8.0,15.3,1.27,False,C,,,,,26.0,20.0,,48.0,4303.0,STC,J-55,,,17.5,13.375,54.5,449.0,4265.0,LTC,J-55,,,12.25,9.625,40.0,1985.0,4262.0,CDC,P-110,,,7.875,5.5,20.0,10265.0,4251.0,41.894814,-76.581389,Active,Horizontal,False
303,37-015-22276,Gas,True,True,4118.0,4086.0,530.0,530.0,5748.0,1410.0,11160.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,495.0,,12.0,15.0,1.0,True,False,False,False,False,False,False,False,False,True,False,False,485.0,,12.0,15.0,1.29,True,False,False,False,True,False,False,False,False,False,False,False,False,1510.0,,12.0,15.0,1.24,,,15.0,1.91,False,B,W,X-42,,,20.0,20.0,78.6,80.0,4118.0,T,J-55,,,17.5,13.375,54.5,672.0,4102.0,T,K-55,,,12.25,9.625,36.0,1560.0,4099.0,T,P-110,,,8.5,5.5,20.0,11140.0,4085.0,41.763242,-76.460642,Active,Horizontal,False
304,37-015-20483,Gas,True,True,5067.0,5044.0,,,,1474.0,13980.0,,Yes,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,560.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,1992.0,,,,,,,,,False,C,,,,,24.0,20.0,,60.0,5070.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,40.0,999.0,5066.0,CDC,,,,7.875,5.5,20.0,13980.0,5041.0,41.627269,-76.427172,Active,Horizontal,True
305,37-015-20444,Gas,True,True,5177.0,5072.0,,,,1637.0,13928.0,,Yes,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,False,False,False,535.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,1979.0,,,,,,,,,False,C,,,,,24.0,20.0,,45.0,5178.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,40.0,1040.0,5176.0,CDC,,,,8.5,5.5,20.0,13928.0,5067.0,41.634403,-76.415314,Active,Horizontal,True
306,37-015-20148,Gas,False,False,5323.0,5225.0,,,,1107.0,12350.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,True,False,False,False,False,False,535.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,False,2440.0,,,,,,,,,False,C,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,STC,,,,12.25,9.625,40.0,1035.0,5321.0,Other,,,,8.75,5.5,20.0,12350.0,5221.0,41.702439,-76.455175,Active,Horizontal,False
307,37-015-21243,Gas,True,True,4741.0,4721.0,,,,1365.0,10750.0,4821.0,Yes,Yes,True,False,False,False,False,False,219.0,,,,,False,False,False,False,False,True,False,False,False,560.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,859.0,,,,,True,True,False,False,False,False,False,False,False,False,False,False,False,1324.0,,,,,,,,,True,C,,,,,24.0,20.0,,81.0,4762.0,STC,J-55,,,17.5,13.375,54.5,623.0,4738.0,LTC,J-55,,,12.25,9.625,40.0,2481.0,4732.0,CDC,P-110,,,7.875,5.5,20.0,10750.0,4719.0,41.900336,-76.573411,Active,Horizontal,False
308,37-015-20480,Gas,True,True,4999.0,4973.0,,,,973.0,12257.0,,Yes,,False,True,False,False,False,False,135.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,435.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,579.0,,,,,,,,,False,C,,,,,24.0,20.0,,75.0,4999.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,,,,12.25,9.625,40.0,1000.0,4997.0,CDC,,,,8.5,5.5,20.0,12257.0,4972.0,41.691936,-76.466036,Active,Horizontal,True
309,37-113-20141,Gas,True,True,4190.0,4160.0,520.0,520.0,7894.3,1730.0,13600.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,False,False,True,False,False,False,False,False,515.0,,12.0,1.29,15.7,True,False,False,False,False,False,False,False,False,True,False,False,490.0,,12.0,1.29,15.7,True,False,False,False,True,False,False,True,False,False,False,False,False,1925.0,,,1.23,15.0,,,1.9,15.6,False,B,W,X-42,,,20.0,20.0,78.6,80.0,4190.0,T,J-55,,,17.5,13.375,54.5,635.0,4175.0,T,K-55,,,12.25,9.625,36.0,1544.0,4174.0,T,P-110,,,8.5,5.5,20.0,13586.0,4158.0,41.542358,-76.403667,Active,Horizontal,False
310,37-015-20231,Gas,False,False,5299.0,5278.0,,,,1230.0,12005.0,,Yes,,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,False,False,False,550.0,,,,,False,False,False,False,False,True,False,False,False,False,False,False,False,2340.0,,,,,,,,,False,C,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,,,,,12.25,9.625,40.0,1025.0,5298.0,LTC,,,,8.75,5.5,20.0,12005.0,5276.0,41.78505,-76.695372,Active,Horizontal,True
311,37-015-21759,Gas,True,False,4529.0,4513.0,,,,1369.0,11643.0,5370.0,Yes,Yes,False,False,True,False,False,False,160.0,,,,,False,False,False,False,False,False,False,False,True,640.0,,,,,True,False,False,False,False,False,False,True,False,False,False,False,820.0,,,,,True,False,True,False,False,False,False,False,False,False,False,False,False,1340.0,,,,,,,,,True,C,,,,,24.0,20.0,,80.0,4542.0,STC,J-55,,,17.5,13.375,54.4,676.0,4526.0,LTC,J-55,,,12.25,9.625,40.0,2012.0,4522.0,CDC,P-110,,,7.875,5.5,20.0,11643.0,4512.0,41.824611,-76.678767,Active,Horizontal,False
312,37-015-20640,Gas,True,True,5013.0,4975.0,,,,1157.0,13338.0,6903.0,Yes,,True,False,False,False,False,False,80.0,,,,,False,True,False,False,False,False,False,False,False,600.0,,,,,False,False,False,False,False,False,True,False,False,False,False,False,989.0,,,,,False,True,False,False,False,True,False,False,False,False,False,False,False,2475.0,,,,,,,,,False,C,,,,,24.0,16.0,,60.0,5019.0,STC,,,,15.0,13.375,54.5,695.0,5010.0,LTC,,,,12.25,9.625,40.0,2991.0,5005.0,CDC,,,,7.875,5.5,20.0,13338.0,4973.0,41.681744,-76.343978,Active,Horizontal,True
313,37-015-20437,Gas,True,True,5188.0,,,,,1455.0,5505.0,,Yes,Yes,False,False,False,False,True,False,0.0,,,,,False,True,False,False,False,False,False,False,False,411.0,,,,,True,False,False,False,False,False,False,False,False,False,True,False,0.0,,,,,False,False,False,False,False,False,False,False,False,False,False,True,False,0.0,,,,,,,,,False,M,W,,,,,20.0,65.0,80.0,5188.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,LTC,J-55,,,12.25,9.625,65.0,1274.2,5176.0,No matching casing,No matching casing,No matching casing,No matching casing,,,,0.0,,41.762047,-76.808842,Plugged,Horizontal,False
